Unnamed: 0,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,Counts,MAL_ID
10046,10047,Okappa,Hazuki OKAMOTO,Female,Black,5.501,55.404,Unknown,Unknown,Unknown,"High School Students, Teenagers",435,3,Unknown,https://www.anime-planet.com/characters/okappa,438.0,
8472,8473,Issei RYUUDOU,Unknown,Male,Blue,7.213,4.319,Blue,Unknown,Unknown,"Glasses, High School Students, Student Council, Teenagers",318,120,Unknown,https://www.anime-planet.com/characters/issei-ryuudou,438.0,10012.0
550,550,Duval,Unknown,Male,Blonde,8.235,3.018,Unknown,August 11,Unknown,"Abnormally Tall, Adults, Masks, Vengeful",268,170,Duval is the leader of a gang of kidnappers known as the Flying Fish Riders. He has a seething hatred for one of the Straw Hat pirates and flies into a rage at the very mention of them.,https://www.anime-planet.com/characters/duval,438.0,21.0
11387,11389,Mami MISATO,Unknown,Female,Brown,6.946,4.846,Unknown,Unknown,Unknown,"High School Students, Teenagers",331,107,Unknown,https://www.anime-planet.com/characters/mami-misato,438.0,
1152,1152,Grandeeney,Unknown,Female,White,5.757,16.29,Unknown,Unknown,Unknown,"Dragons, Wings, Sharp Teeth, Wind Powers, Elemental Powers",413,25,Unknown,https://www.anime-planet.com/characters/grandeeney,438.0,6702.0
10773,10775,Medea BELIAL,"Lady Belial, Lady Medea",Female,Black,5.517,53.393,Unknown,Unknown,Unknown,"Nobility, Sword Fighters, Ruthless, Moles, Analytical",434,4,Unknown,https://www.anime-planet.com/characters/lady-belial,438.0,
17557,17559,Prince En,Unknown,Male,Green,11.81,1.799,Unknown,Unknown,Unknown,"Demons, Royalty, Snaggleteeth, Video Gamers",169,269,Unknown,https://www.anime-planet.com/characters/en-beelzebub,438.0,9513.0
9029,9030,Hidemi KINOSHITA,Unknown,Female,Brown,15.871,1.43,Unknown,Unknown,Unknown,"Teenagers, Tattoos, Ruthless, Femme Fatale, Explosives Experts, Manipulative",113,325,Unknown,https://www.anime-planet.com/characters/hidemi-kinoshita,438.0,14345.0
8583,8584,Gorou MIURA,Unknown,Male,Black,11.229,1.913,Unknown,Unknown,Unknown,"Adults, Editors",181,257,Unknown,https://www.anime-planet.com/characters/gorou-miura,438.0,7674.0
2370,2370,Boogie,Unknown,Male,Blue,7.088,4.595,Unknown,Unknown,Unknown,"Ghosts, Inanimate Objects",324,113,Unknown,https://www.anime-planet.com/characters/boogie,437.0,469.0
1907,1907,Miki SHIBA,Miki-T,Female,Purple,10.648,2.027,Red,Unknown,Unknown,"Overweight, Landlords, Hats",195,242,Unknown,https://www.anime-planet.com/characters/miki-shiba,437.0,
18934,18936,Kanami MIHARA,Unknown,Female,Brown,6.201,8.451,Unknown,Unknown,Unknown,"High School Students, Teenagers",379,58,Unknown,https://www.anime-planet.com/characters/kanami-mihara,437.0,
8621,8622,Megumu HANEMURA,Unknown,Male,Orange,7.587,3.679,Unknown,Unknown,Unknown,"Hair Antenna, Magic Users",297,140,Unknown,https://www.anime-planet.com/characters/megumu-hanemura,437.0,
6433,6434,Ginger Bread,Unknown,Male,Orange,10.559,2.045,Unknown,Unknown,Unknown,"Gangsters, Hats",197,240,Unknown,https://www.anime-planet.com/characters/ginger-bread,437.0,
2958,2958,Renka MA,Unknown,Female,Blue,5.778,15.748,Unknown,Unknown,Unknown,"Pigtails, Teenagers, Martial Artists, Hot-Headed, Ponytail",411,26,Unknown,https://www.anime-planet.com/characters/renka-ma,437.0,
21808,21810,Eren,Unknown,Female,Blonde,5.562,37.253,Green,Unknown,Unknown,"Magic Users, Ice Powers, Headbands, Gloves, Elemental Powers, Earth Powers",430,7,Unknown,https://www.anime-planet.com/characters/eren,437.0,
9288,9289,Takahiro TAKAHASHI,Unknown,Male,Black,6.82,5.212,Black,January 10,Unknown,"Adults, Glasses, Orphans",338,99,Unknown,https://www.anime-planet.com/characters/takahiro-takahashi,437.0,3092.0
10129,10130,Yukari MIYAKO,Unknown,Female,Purple,5.815,14.656,Unknown,Unknown,Unknown,"Headbands, Mangaka, University Students, Writers",408,29,Unknown,https://www.anime-planet.com/characters/yukari-miyako,437.0,
27172,27174,Mini Squid Girl,Unknown,Female,Blue,5.53,48.381,Unknown,Unknown,Unknown,"Squids, Animals",433,4,Unknown,https://www.anime-planet.com/characters/mini-squid-girl,437.0,
6936,6937,Shusuke WAKATSUKI,Unknown,Male,Brown,5.733,17.55,Unknown,Unknown,Unknown,"High School Students, Teenagers, Twins",414,22,Unknown,https://www.anime-planet.com/characters/shusuke-wakatsuki,436.0,2926.0
17725,17727,Undine,Undine of the Twin Swords,Female,Blonde,8.213,3.074,Unknown,Unknown,Unknown,"Capes, Dual Wielders, Hot-Headed, Sword Fighters, Warriors",269,167,Unknown,https://www.anime-planet.com/characters/undine-claymore,436.0,1818.0
8031,8032,Yuuki AITO,Unknown,Male,Black,5.78,16.179,Unknown,Unknown,Unknown,"Writers, Perverted, Mangaka, Adults",411,25,Unknown,https://www.anime-planet.com/characters/yuuki-aito,436.0,
10008,10009,Gunpuku no Himegami,Military Uniform Princess,Female,Grey,6.089,9.993,Unknown,Unknown,Unknown,"Superpowers, Sword Fighters, Pigtails, Person in a Strange World, Hats, Hair Ribbons, Rapunzel Hair",388,48,Unknown,https://www.anime-planet.com/characters/gunpuku-no-himegami,436.0,34561.0
8088,8089,Dimitrie VATLER,Lord Ardeal,Male,Blonde,8.957,2.623,Unknown,Unknown,Unknown,"Magic Users, Summoners, Vampires",242,194,Unknown,https://www.anime-planet.com/characters/dimitrie-vatler,436.0,18277.0
28343,28345,Nagare KONOE,Unknown,Male,Brown,8.336,2.978,Unknown,Unknown,Unknown,"Adults, Butlers, Glasses",264,172,Unknown,https://www.anime-planet.com/characters/nagare-konoe,436.0,10110.0
4986,4986,Takashi KAMIYAMA,Unknown,Male,Black,5.536,47.29,Unknown,Unknown,Unknown,"Delinquents, High School Students, Teenagers",432,4,"Takashi Kamiyama used to be an average boy until he accidentally ended up in a high school full of thugs and badasses. However, he managed to adapt quickly, leaving the rest of the students to assume that Takashi must be a badass in disguise. The cheerful, intelligent and optimistic student inadvertently rules the school with the help of his best friend Shinjirou Hayashida and a host of other delinquents, and is one of the only members of the student body who seems to recognize that Mechazawa is a robot. Above all else, Takashi finds himself constantly trying to make sense of the crazy happenings at Cromartie High.",https://www.anime-planet.com/characters/takashi-kamiyama,436.0,
26815,26817,Katsushiro OKAMOTO,Unknown,Male,Green,7.309,4.159,Unknown,Unknown,Unknown,"Adults, Samurai, Ponytail",312,124,Unknown,https://www.anime-planet.com/characters/katsushiro-okamoto,436.0,166.0
7183,7184,Aleister CROWLEY,"Beast666, General Superintendent Aleister, Silver Star, The Greatest Magician in History",Male,White,14.097,1.563,Unknown,Unknown,Unknown,"Historical Figures, Magic Users, Rapunzel Hair, Barefoot",133,303,Unknown,https://www.anime-planet.com/characters/aleister-crowley,436.0,
8857,8858,Sword Maiden,Unknown,Female,Blonde,5.979,11.784,Unknown,Unknown,Unknown,"Blind, Disabled, Rapunzel Hair, Scars",397,39,Unknown,https://www.anime-planet.com/characters/sword-maiden,436.0,37349.0
27148,27150,Kotarou,Unknown,Male,Brown,5.85,13.775,Unknown,Unknown,Unknown,"Children, Orphans",405,31,Unknown,https://www.anime-planet.com/characters/kotarou,436.0,
14123,14125,Subaru MIKAZUKI,Unknown,Male,Black,5.588,37.53,Unknown,Unknown,Unknown,"Adults, Writers, Orphans",428,7,Unknown,https://www.anime-planet.com/characters/subaru-mikazuki,435.0,
4486,4486,Blue Knight,Unknown,Male,Blonde,7.205,4.418,Unknown,Unknown,Unknown,"Pointy Ears, Sword Fighters",318,117,Unknown,https://www.anime-planet.com/characters/blue-knight,435.0,687.0
10179,10180,Kurumi KUMAMAKURA,Unknown,Female,Purple,5.804,15.93,Yellow,Unknown,Unknown,"Pigtails, Magic Users, Hair Ribbons, Elementary School Students, Children",409,26,Unknown,https://www.anime-planet.com/characters/kurumi-kumamakura,435.0,
4933,4933,Albert MAVERICK,Unknown,Male,White,52.809,1.051,Unknown,Unknown,Unknown,"Adults, Big Noses, Company Presidents, Glasses",13,422,Unknown,https://www.anime-planet.com/characters/albert-maverick,435.0,9941.0
