Unnamed: 0,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,Counts,MAL_ID
28000,28002,Furumori,Saeki,Male,Brown,51.074,7.347,Unknown,Unknown,Unknown,"Scientists, Hair Antenna",14,68,Unknown,https://www.anime-planet.com/characters/furumori,82.0,9330.0
17877,17879,Masatake MIDO,Unknown,Male,Black,53.069,7.279,Unknown,Unknown,Unknown,"Glasses, Adults, Hackers",13,69,Unknown,https://www.anime-planet.com/characters/masatake-mido,82.0,13601.0
14157,14159,Ikkei TAKAMINE,Unknown,Male,Brown,19.949,57.608,Unknown,Unknown,Unknown,Teenagers,79,3,Unknown,https://www.anime-planet.com/characters/ikkei-takamine,82.0,
21094,21096,Iori KITAGAWA,Unknown,Female,Brown,33.86,9.622,Unknown,Unknown,Unknown,"High School Students, Student Council, Teenagers",32,50,Unknown,https://www.anime-planet.com/characters/iori-kitagawa,82.0,
17900,17902,Samus ARAN,Unknown,Female,Blonde,19.907,54.738,Unknown,Unknown,Unknown,"Power Suits, Orphans, Bounty Hunters, Warriors",79,3,"An interstellar bounty hunter who is well known throughout the galaxy for being powerful and highly-competent. Her most famous mission was defeating Metriods and the space pirate leader Mother Brain on the planet Zebes. Orphaned at an early age, Samus was raised by a race of bird-like aliens called the Chozo.",https://www.anime-planet.com/characters/samus-aran,82.0,37548.0
40751,40754,Loptr,Unknown,Male,Blonde,58.238,7.131,Unknown,Unknown,Unknown,"Royalty, Masks, Sword Fighters, Capes, Ponytail",11,71,Unknown,https://www.anime-planet.com/characters/loptr,82.0,
30122,30124,Fuyutoki KUREHA,Unknown,Male,Black,21.294,27.863,Unknown,Unknown,Unknown,"Adults, Butlers, Glasses",71,11,Unknown,https://www.anime-planet.com/characters/fuyutoki-kureha,82.0,
42553,42557,Ikue OGAWA,Unknown,Female,Blue,20.533,35.532,Unknown,Unknown,Unknown,"High School Students, Teenagers",75,7,Unknown,https://www.anime-planet.com/characters/ikue-ogawa,82.0,
14517,14519,Chidori TAKATSUKASA,Unknown,Male,Brown,22.875,19.491,Brown,Unknown,Unknown,"Adults, Cooks",63,19,Chidori is Chisato's brother. He is the Chef at the inn owned by the Takatsukasa family.,https://www.anime-planet.com/characters/chidori-takatsukasa,82.0,3375.0
17830,17832,Altena,Unknown,Female,Brown,35.444,9.104,Unknown,Unknown,Unknown,Adults,29,53,Unknown,https://www.anime-planet.com/characters/altena,82.0,272.0
