Unnamed: 0,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,Counts,MAL_ID
41004,41007,Jio INZAGI,Unknown,Male,Red,38.73,6.938,Unknown,Unknown,Unknown,"Magic Users, Sword Fighters, Face Markings, Dark-skinned",25,73,Unknown,https://www.anime-planet.com/characters/jio-inzagi,98.0,
10402,10403,Griffon Minos,Unknown,Male,White,22.424,13.157,Unknown,Unknown,Unknown,"Adults, Armor, Sadistic, Superpowers, Warriors",65,33,Unknown,https://www.anime-planet.com/characters/griffon-minos,98.0,6171.0
51247,51253,Kazuma AOHARA,Unknown,Male,Grey,22.998,12.799,Unknown,Unknown,Unknown,"Superpowers, Glasses, Doctors",63,35,Unknown,https://www.anime-planet.com/characters/kazuma-aohara,98.0,
5293,5293,Lady Koda,Unknown,Female,Brown,58.934,5.899,Unknown,Unknown,Unknown,Unknown,10,87,Unknown,https://www.anime-planet.com/characters/lady-koda,97.0,
45809,45813,Rui MINAZUKI,Unknown,Male,Green,17.983,51.264,Unknown,Unknown,Unknown,"Idols, Teenagers, Stoic, Anthropomorphic",93,4,Unknown,https://www.anime-planet.com/characters/rui-minazuki,97.0,33037.0
46332,46336,Regis Lucis CAELUM,Unknown,Male,Grey,17.985,51.576,Unknown,Unknown,Unknown,"Royalty, Facial Hair, Magic Users, Adults",93,4,Unknown,https://www.anime-planet.com/characters/regis-lucis-caelum,97.0,33080.0
29104,29106,Youko HINAGESHI,Unknown,Female,Black,19.541,23.458,Unknown,Unknown,Unknown,"Hats, High School Students, Pigtails",82,15,Unknown,https://www.anime-planet.com/characters/youko-hinageshi,97.0,
53985,53991,Makoto KENZAKI,Cure Sword,Female,Purple,17.95,49.28,Unknown,Unknown,Unknown,"Magical Girl, Idols, Teenagers, Secret Identity",93,4,Unknown,https://www.anime-planet.com/characters/makoto-kenzaki,97.0,
28334,28336,Nagamitsu SAGANSHOUGEN,Unknown,Male,Black,30.74,8.324,Unknown,Unknown,Unknown,"Big Ego, Sword Fighters, Pompadours",38,59,Unknown,https://www.anime-planet.com/characters/nagamitsu-saganshougen,97.0,205.0
49235,49241,Potemayo,Unknown,Female,Multicolored,18.151,38.619,Unknown,Unknown,Unknown,Hair Antenna,91,6,Unknown,https://www.anime-planet.com/characters/potemayo,97.0,2744.0
