Unnamed: 0,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,Counts,MAL_ID
14265,14267,Kiyomi IKEZAWA,Unknown,Female,Black,14.773,21.009,Unknown,Unknown,Unknown,"Adults, Pregnant",125,17,"Kiyomi is Mansuke Jinnouchi's daughter, and mother to Kazuma Ikezawa . She is a kind woman and cares for both her teenaged child, and her soon-to-be born daughter. She has two siblings, Tasuke and Naomi .",https://www.anime-planet.com/characters/kiyomi-ikezawa,142.0,5681.0
4319,4319,Ritsu ENSHUU,Unknown,Male,Blonde,16.582,12.172,Unknown,Unknown,Unknown,"High School Students, Rosy Cheeks, Teenagers",105,37,Unknown,https://www.anime-planet.com/characters/ritsu-enshuu,142.0,10611.0
31991,31993,Sonora KASHIMA,Unknown,Female,Blue,13.668,56.839,Unknown,Unknown,Unknown,"High School Students, Teenagers",139,3,Unknown,https://www.anime-planet.com/characters/sonora-kashima,142.0,
8703,8704,Alexis DAWSON,Alex,Male,Grey,52.111,4.047,Unknown,Unknown,Unknown,"Adults, Balding, Glasses, Scientists",14,128,Unknown,https://www.anime-planet.com/characters/alexis-dawson,142.0,36649.0
24650,24652,Kagefusa MANYUU,Unknown,Female,Grey,15.296,17.238,Unknown,Unknown,Unknown,"Huge Breasts, Samurai, Tattoos",119,23,Unknown,https://www.anime-planet.com/characters/kagefusa-manyuu,142.0,
1768,1768,Ken ROBBINS,Unknown,Male,Orange,14.013,33.085,Unknown,Unknown,Unknown,Unknown,134,8,Unknown,https://www.anime-planet.com/characters/ken-robbins,142.0,427.0
33304,33306,Howdy,Maido-kun,Male,Multicolored,15.199,17.642,Unknown,Unknown,Unknown,"Kansai Dialect, Hamsters, Closed Eyes, Animals",120,22,Unknown,https://www.anime-planet.com/characters/howdy,142.0,
26656,26658,Natsuki,Unknown,Female,Black,14.795,21.225,Unknown,Unknown,Unknown,Snaggleteeth,125,17,Unknown,https://www.anime-planet.com/characters/natsuki-cuticle-tantei-inaba,142.0,
26179,26181,Marina SUGISAKI,Unknown,Female,Brown,14.266,27.578,Unknown,Unknown,Unknown,"Adults, Perverted, Rosy Cheeks, Wealthy",131,11,Unknown,https://www.anime-planet.com/characters/marina-sugisaki,142.0,7627.0
38056,38058,Ouka HAYASAKA,Unknown,Female,Brown,14.427,24.96,Unknown,Unknown,Unknown,"Archers, High School Students, Student Council, Teenagers, Twins, Hackers",129,13,Unknown,https://www.anime-planet.com/characters/ouka-hayasaka,142.0,
22564,22566,Fuu SAWATARI,"Fuu-nyon, Potte",Female,Brown,13.725,47.731,Unknown,Unknown,Unknown,"High School Students, Photographers, Shy, Teenagers",138,4,Unknown,https://www.anime-planet.com/characters/fuu-sawatari,142.0,9055.0
41713,41717,Nagi SEISHIRO,Unknown,Male,White,13.546,105.014,Unknown,Unknown,Unknown,"Athletes, Teenagers, Lazy, Soccer Players, Video Gamers",141,1,Unknown,https://www.anime-planet.com/characters/nagi-seishiro,142.0,
12524,12526,Kokichi MUTA,Unknown,Male,Black,14.737,22.51,Unknown,October 4,Unknown,"Bandages, Exorcists, Puppeteers, Scars, Teenagers, Topknot",126,16,Unknown,https://www.anime-planet.com/characters/kokichi-muta,142.0,38777.0
3659,3659,Shimamura,Unknown,Male,Brown,42.125,4.279,Unknown,Unknown,Unknown,"Delinquents, High School Students, Scars, Tattoos, Teenagers",21,121,Unknown,https://www.anime-planet.com/characters/shimamura,142.0,9513.0
3349,3349,Sasuke,Unknown,Male,Brown,13.53,99.001,Unknown,Unknown,Unknown,"Animal Ears, Youkai, Bandanas",141,1,Unknown,https://www.anime-planet.com/characters/sasuke-kakuriyo-no-yadomeshi,142.0,
10187,10188,Rou HAYAKAWA,Unknown,Male,Black,23.913,6.217,Unknown,Unknown,Unknown,"Artists, High School Students, Piercings, Teenagers",59,83,Unknown,https://www.anime-planet.com/characters/rou-hayakawa,142.0,
26590,26592,Senichi SASAKI,Unknown,Male,Black,15.875,14.604,Brown,Unknown,Unknown,"Adults, Police",113,29,Unknown,https://www.anime-planet.com/characters/senichi-sasaki,142.0,
12552,12554,Kaido,Kaidou,Male,Brown,14.827,21.576,Brown,Unknown,Unknown,"Armor, Dwarves, Facial Hair, Gloves, Helmets",125,17,Unknown,https://www.anime-planet.com/characters/kaido-that-time-i-got-reincarnated-as-a-slime,142.0,
32962,32964,Maruo NAKANO,Unknown,Male,Black,25.537,5.822,Black,Unknown,Unknown,"Adults, Doctors, Single Parents, Wealthy, Widows",53,89,Unknown,https://www.anime-planet.com/characters/maruo-nakano,142.0,
39935,39937,Takuma EGAWA,Unknown,Male,Black,14.384,26.686,Unknown,Unknown,Unknown,"High School Students, Athletes, Teenagers, Tennis Players",130,12,Unknown,https://www.anime-planet.com/characters/takuma-egawa,142.0,21185.0
39508,39510,Prince Aikka,Prince Aika,Male,Orange,14.685,21.856,Unknown,Unknown,Unknown,"Aliens, Martial Artists, Royalty, Racers, Archers, Pointy Ears, Dark-skinned",126,16,Unknown,https://www.anime-planet.com/characters/prince-aikka,142.0,9361.0
18853,18855,Fio,Unknown,Female,Pink,16.506,12.543,Unknown,Unknown,Unknown,"Scantily-clad, Capes, Pigtails, Braids",106,36,Unknown,https://www.anime-planet.com/characters/fio-konosuba-gods-blessing-on-this-wonderful-world,142.0,
43293,43297,Mouki BACHOU,Unknown,Female,Red,14.014,32.966,Unknown,Unknown,Unknown,"High School Students, Teenagers",134,8,Unknown,https://www.anime-planet.com/characters/mouki-bachou,142.0,7580.0
26945,26947,Naoya HASHIMOTO,Unknown,Male,Brown,14.908,20.686,Unknown,Unknown,Unknown,"High School Students, Teenagers",124,18,Unknown,https://www.anime-planet.com/characters/naoya-hashimoto,142.0,
28125,28127,Billy ANDERSON,Unknown,Male,Brown,17.644,10.056,Unknown,"October 28, 1962",Unknown,"Adults, Facial Hair, Ponytail, Smokers, Sunglasses",95,47,Unknown,https://www.anime-planet.com/characters/billy-anderson,142.0,154.0
17761,17763,Lirio,Ririo,Female,Brown,13.864,38.534,Unknown,Unknown,Unknown,Children,136,6,Unknown,https://www.anime-planet.com/characters/lirio,142.0,2030.0
12011,12013,Mitsuru KOTOKURA,Unknown,Female,Purple,15.294,17.239,Unknown,Unknown,Unknown,Teenagers,119,23,Unknown,https://www.anime-planet.com/characters/mitsuru-kotokura,142.0,
26659,26661,Saku TOOYAMA,Unknown,Female,Pink,13.727,47.908,Unknown,Unknown,Unknown,"Headphones, Police, Stoic, Sweet Tooth",138,4,Unknown,https://www.anime-planet.com/characters/saku-tooyama,142.0,17267.0
14862,14864,Jio,Archbishop Jio,Male,Grey,22.689,6.545,Unknown,Unknown,Unknown,"Adults, Facial Hair, Priests, Scars",64,78,"Archbishop of the church, Jio is a well respected religious figure. With his strong beliefs, he cares for the people who come to him for salvation.",https://www.anime-planet.com/characters/jio,142.0,5525.0
9225,9226,Kanjuro,Evening Shower,Male,Red,27.33,5.479,Unknown,July 21,Unknown,"Abnormally Tall, Adults, Feudal Retainers, Rapunzel Hair, Rosy Cheeks, Samurai, Superpowers",47,95,Unknown,https://www.anime-planet.com/characters/kanjuro,142.0,21.0
8550,8551,Tetsuo KAGA,Unknown,Male,Red,13.544,64.0,Unknown,Unknown,Unknown,"Big Ego, Board Game Players, Middle School Students, Teenagers",140,2,"Although President of the Haze Shogi club, Kaga is a remarkably strong go player. Behind his loud and delinquent-like personality lies a caring heart and a friendly demeanor--which he goes to great lengths to hide from Tsutsui and Mitani.",https://www.anime-planet.com/characters/tetsuo-kaga,142.0,135.0
39991,39993,Arachide,Unknown,Male,Brown,43.192,4.236,Unknown,Unknown,Unknown,Gangsters,20,122,Unknown,https://www.anime-planet.com/characters/arachide,142.0,
27041,27043,Nao MIDORIKAWA,Cure March,Female,Green,13.812,43.509,Unknown,Unknown,Unknown,"Wind Powers, Teenagers, Middle School Students, Magical Girl, Elemental Powers, Athletes, Soccer Players",137,5,Unknown,https://www.anime-planet.com/characters/nao-midorikawa,142.0,
5848,5849,Emi,Unknown,Female,Brown,14.642,23.44,Black,Unknown,Unknown,"Middle School Students, Teenagers, Writers",127,15,Unknown,https://www.anime-planet.com/characters/emi-mob-psycho-100-ii,142.0,37510.0
42159,42163,Shinya NAKAMURA,Unknown,Male,Grey,14.99,20.55,Black,May 9,A,"Glasses, High School Students, Athletes, Teenagers, Basketball Players",123,18,Unknown,https://www.anime-planet.com/characters/shinya-nakamura,141.0,
27886,27888,Carina VERRITTI,Unknown,Female,Blonde,14.342,27.528,Unknown,Unknown,Unknown,"Hats, Magic Users, Nobility, Wealthy",130,11,Unknown,https://www.anime-planet.com/characters/carina-verritti,141.0,
41050,41053,Krantz,Leader of DA-5,Male,Grey,54.827,4.0,Unknown,Unknown,Unknown,"Superpowers, Scars, Adults",12,129,Unknown,https://www.anime-planet.com/characters/krantz,141.0,41345.0
12221,12223,Kunihiko MOJI,Unknown,Male,Brown,13.859,42.23,Unknown,Unknown,Unknown,"Middle School Students, Orphans, Teenagers",136,5,"Moji-kun has a strong bond with Nagi and Tsubasa, two fellow orphans that he grew up with. He is selfless and would be willing to sacrifice himself for the ones he loves if need be.",https://www.anime-planet.com/characters/kunihiko-moji,141.0,
29499,29501,Maria KAWAI,Unknown,Female,Brown,13.56,80.248,Unknown,Unknown,Unknown,"High School Students, Teenagers",140,1,Unknown,https://www.anime-planet.com/characters/maria-kawai,141.0,
15481,15483,Rei KUROSAKI,Unknown,Female,Brown,14.388,28.455,Brown,Unknown,Unknown,"Psychic Powers, Superpowers",130,11,Unknown,https://www.anime-planet.com/characters/rei-kurosaki,141.0,32182.0
33399,33401,Aki KINO,Silvia WOODS,Female,Brown,15.56,16.108,Brown,Unknown,Unknown,Team Managers,116,25,Unknown,https://www.anime-planet.com/characters/aki-kino,141.0,5231.0
28839,28841,Takahiro MIZUNO,Unknown,Male,Black,15.16,19.092,Unknown,Unknown,Unknown,Foreigners,121,20,Unknown,https://www.anime-planet.com/characters/takahiro-mizuno,141.0,19151.0
26695,26697,Reishirou SAEKI,Unknown,Male,Blonde,16.66,12.087,Unknown,Unknown,Unknown,"Gloves, High School Students, Student Council, Teenagers",104,37,Unknown,https://www.anime-planet.com/characters/reishirou-saeki,141.0,5342.0
10484,10485,Galfa,Unknown,Male,Black,34.482,4.744,Turquoise,Unknown,Unknown,"Adults, Facial Hair, Heavy Drinkers, Mercenaries",31,110,Unknown,https://www.anime-planet.com/characters/galfa,141.0,
19226,19228,Yuuki SASAMORI,Unknown,Female,Brown,15.288,17.709,Unknown,Unknown,Unknown,"High School Students, Teenagers",119,22,Unknown,https://www.anime-planet.com/characters/yuuki-sasamori,141.0,3503.0
4582,4582,Ikuto,Keenan CRIER,Male,Blue,14.944,20.212,Unknown,Unknown,Unknown,Monster Tamers,123,18,Unknown,https://www.anime-planet.com/characters/ikuto-digimon-season-5-savers,141.0,859.0
29987,29989,Errand Soldier,Unknown,Male,Black,32.855,4.873,Unknown,Unknown,Unknown,"Adults, Capes, Sword Fighters, Stoic",34,107,Unknown,https://www.anime-planet.com/characters/errand-soldier,141.0,
16060,16062,Tatiana VISHNEVA,Tanya,Female,Blonde,14.494,24.757,Turquoise,Unknown,Unknown,"Adults, Flirts, Musicians, Pianists, Scantily-clad, University Students",128,13,Unknown,https://www.anime-planet.com/characters/tatiana-vishneva,141.0,5690.0
6376,6377,Uruchi,Mr. Referee,Male,Grey,14.25,29.014,Unknown,Unknown,Unknown,"Facial Hair, Adults",131,10,Unknown,https://www.anime-planet.com/characters/uruchi,141.0,
5604,5605,Shishido,Unknown,Male,Brown,47.223,4.182,Unknown,Unknown,Unknown,"Teenagers, High School Students, Bullies",17,124,Unknown,https://www.anime-planet.com/characters/shishido,141.0,
3737,3737,Taliesin,Unknown,Male,Blonde,14.157,30.734,Unknown,Unknown,Unknown,"Hats, Musicians, Adults, Singers",132,9,"A smooth talking bard, Taliesin occasionally runs into the Gael Tribe. He plays a harp, and is an impressive singer.",https://www.anime-planet.com/characters/taliesin,141.0,3594.0
14845,14847,Makoto HIJIKATA,Unknown,Female,Brown,14.958,20.274,Unknown,Unknown,Unknown,"Adults, Reporters",123,18,Unknown,https://www.anime-planet.com/characters/makoto-hijikata,141.0,
30069,30071,Maki KOHIRUI,Unknown,Male,Brown,33.848,4.779,Unknown,Unknown,Unknown,"Flirts, Teenagers",32,109,Unknown,https://www.anime-planet.com/characters/maki-kohirui,141.0,
14361,14363,Kaoru NANASE,Unknown,Female,Blue,15.704,15.92,Unknown,Unknown,Unknown,"Tsundere, High School Students, Teenagers, Hot-Headed",115,26,Unknown,https://www.anime-planet.com/characters/kaoru-nanase,141.0,
29428,29430,Masago MATSUO,Unknown,Male,Black,13.613,99.079,Unknown,Unknown,Unknown,"2-D Lovers, High School Students, Teenagers",140,1,Unknown,https://www.anime-planet.com/characters/masago-matsuo,141.0,
16929,16931,Botan KUMEGAWA,Unknown,Female,Pink,13.98,40.748,Unknown,Unknown,Unknown,"Wealthy, Teenagers, Sickly, Pigtails, High School Students, Glasses, Braids",135,6,Unknown,https://www.anime-planet.com/characters/botan-kumegawa,141.0,
