Unnamed: 0,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,Counts,MAL_ID
12174,12176,Nita,Unknown,Female,Green,32.625,31.004,Unknown,Unknown,Unknown,"Androids, Robots",34,9,Unknown,https://www.anime-planet.com/characters/nita,43.0,4981.0
37462,37464,Jin-Ho's Mother,Unknown,Female,Black,29.754,78.87,Black,Unknown,Unknown,Adults,41,2,Unknown,https://www.anime-planet.com/characters/jin-hos-mother,43.0,
58970,58978,Hachibei MAEDA,Unknown,Male,Brown,29.419,64.997,Brown,January 1,Unknown,"Perverted, High School Students, Teenagers",41,2,Unknown,https://www.anime-planet.com/characters/hachibei-maeda,43.0,
5251,5251,Tsugumi HARUMIYA,Unknown,Female,Blue,29.522,68.645,Unknown,Unknown,Unknown,"High School Students, Teenagers",41,2,Unknown,https://www.anime-planet.com/characters/tsugumi-harumiya,43.0,
58992,59000,Barbara PEGG,Unknown,Female,Blonde,29.346,106.545,Blue,July 5,Unknown,"Pigtails, Singers, Elemental Powers, Water Powers",42,1,Unknown,https://www.anime-planet.com/characters/barbara-pegg,43.0,
37331,37333,Asuka's Father,Unknown,Male,Blue,29.963,56.884,Unknown,Unknown,Unknown,"Adults, Facial Hair",40,3,Unknown,https://www.anime-planet.com/characters/asukas-father-kyou-no-asuka-show,43.0,15005.0
59021,59029,Bogie Woods,Bogeyuz,Male,Blonde,59.237,13.264,Unknown,Unknown,Unknown,Snaggleteeth,10,33,Unknown,https://www.anime-planet.com/characters/bogie-woods,43.0,
40765,40768,Haunted,Unknown,Male,Blonde,145.629,11.119,Unknown,Unknown,Unknown,"Priests, Magic Users, Sword Fighters",1,42,Unknown,https://www.anime-planet.com/characters/haunted,43.0,
59782,59790,Draculos HYBERION,Unknown,Male,Purple,35.343,25.784,Unknown,Unknown,Unknown,"Facial Hair, Face Markings",30,13,Unknown,https://www.anime-planet.com/characters/draculos-hyberion,43.0,
48488,48493,Dadan TADAN,Unknown,Male,Red,41.714,18.645,Unknown,Unknown,Unknown,"Superpowers, High School Students",22,21,Unknown,https://www.anime-planet.com/characters/dadan-tadan,43.0,
53901,53907,Kankichi RYOTSU,Ryo-san,Male,Black,31.249,39.183,Unknown,Unknown,Unknown,"Police, Adults, Unibrows",37,6,Unknown,https://www.anime-planet.com/characters/kankichi-ryotsu,43.0,3545.0
26198,26200,Akari SATOU,Unknown,Female,Brown,30.73,42.948,Unknown,Unknown,Unknown,Adults,38,5,Unknown,https://www.anime-planet.com/characters/akari-satou,43.0,7627.0
53761,53767,Lee LINHO,Unknown,Male,Brown,45.436,16.126,Unknown,Unknown,Unknown,"Smokers, Adults, Closed Eyes",18,25,Unknown,https://www.anime-planet.com/characters/lee-linho,43.0,
40391,40393,Oluit,Prince of Darkness,Male,Grey,54.108,14.41,Unknown,Unknown,Unknown,"Vampires, Pointy Ears",13,30,Unknown,https://www.anime-planet.com/characters/oluit,43.0,
21226,21228,Weegie,Unknown,Female,Grey,32.138,33.149,Unknown,Unknown,Unknown,"Aliens, Animal Ears",35,8,Unknown,https://www.anime-planet.com/characters/weegie,43.0,
59640,59648,Shikon,Unknown,Male,Black,55.753,14.048,Unknown,Unknown,Unknown,"Twins, Magic Users, Teenagers, Blinding Bangs",12,31,Unknown,https://www.anime-planet.com/characters/shikon,43.0,
49546,49552,Kaori HAYASAKA,Unknown,Male,Blonde,29.153,88.153,Yellow,April 16,A,"Delinquents, High School Students, Teenagers",42,1,Unknown,https://www.anime-planet.com/characters/kaori-hayasaka,43.0,
21287,21289,Nanaka,Unknown,Female,Purple,30.615,53.537,Unknown,Unknown,Unknown,"Glasses, Magic Users, Hats, Horns, Pigtails, Gloves, Hair Drills",39,4,Unknown,https://www.anime-planet.com/characters/nanaka-princess-connect-re-dive,43.0,
40395,40397,Madonis,Unknown,Male,Grey,131.84,11.094,Unknown,Unknown,Unknown,"Demons, Horns, Piercings, Exotic Eyes",1,42,Unknown,https://www.anime-planet.com/characters/madonis,43.0,
21708,21710,Cygnet,Unknown,Female,White,29.71,77.07,Unknown,Unknown,Unknown,"Anthropomorphic, Hair Antenna, Hair Ribbons, Hats, Military",41,2,Unknown,https://www.anime-planet.com/characters/cygnet,43.0,38328.0
26010,26012,Mai SUNAGAWA,Unknown,Female,Purple,31.496,41.471,Unknown,Unknown,Unknown,"Teenagers, Pigtails, Athletes, Volleyball Players, Rosy Cheeks",37,6,Unknown,https://www.anime-planet.com/characters/mai-sunagawa,43.0,35983.0
40620,40623,Natalia GRENNORTH,Unknown,Female,Red,31.77,36.345,Unknown,Unknown,Unknown,"High School Students, Teenagers",36,7,Unknown,https://www.anime-planet.com/characters/natalia-grennorth,43.0,
6212,6213,Byon,Unknown,Male,Black,101.625,11.255,Unknown,Unknown,Unknown,"Tyrants, Small Stature, Sadistic, Royalty, Ruthless",2,41,Unknown,https://www.anime-planet.com/characters/byon,43.0,
21676,21678,Sarah LONGHRAM,Unknown,Female,Brown,44.073,17.533,Unknown,Unknown,Unknown,"Closed Eyes, Headbands, Manipulative, Sadistic",20,23,Unknown,https://www.anime-planet.com/characters/sarah-longhram,43.0,
